taken_at,tid,division,pdga_number,name,thru,rem,place,cur,win
2026-08-29T14:55:59+00:00,97344,FPO,15354,Jennifer Allen,66,1.33,12,-4.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,27832,Kona Star Montgomery,69,1.17,16,-1.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,44184,Catrina Allen,66,1.33,6,-8.0,0.0002
2026-08-29T14:55:59+00:00,97344,FPO,48976,Ohn Scoggins,66,1.33,12,-4.0,0.0002
2026-08-29T14:55:59+00:00,97344,FPO,59227,Henna Blomroos,71,1.06,16,-1.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,59431,Madison Walker,69,1.17,20,0.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,64927,Eveliina Salonen,63,1.5,1,-25.0,0.7849
2026-08-29T14:55:59+00:00,97344,FPO,79233,Cadence Burge,64,1.44,24,1.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,85484,Anneli Tõugjas-Männiste,66,1.33,9,-6.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,85942,Missy Gannon,63,1.5,2,-19.0,0.1787
2026-08-29T14:55:59+00:00,97344,FPO,99455,Kat Mertsch,64,1.44,16,-1.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,104187,Macie Velediaz,66,1.33,14,-3.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,107335,Silva Saarinen,63,1.5,5,-11.0,0.0169
2026-08-29T14:55:59+00:00,97344,FPO,109996,Anniken Kristiansen Steen,71,1.06,20,0.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,112647,Hanna Huynh,63,1.5,9,-6.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,115503,Olivia Kindstedt,64,1.44,6,-8.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,133547,Holyn Handley,63,1.5,6,-8.0,0.0023
2026-08-29T14:55:59+00:00,97344,FPO,144112,Ella Hansen,70,1.11,20,0.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,146137,Dani K. Hart,69,1.17,20,0.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,161918,Addison Woodard,64,1.44,15,-2.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,202571,Elizabete Pēkšena,69,1.17,16,-1.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,208576,Rebecca Don,63,1.5,3,-16.0,0.0122
2026-08-29T14:55:59+00:00,97344,FPO,216558,Iida Lehtomäki,63,1.5,9,-6.0,0.0
2026-08-29T14:55:59+00:00,97344,FPO,224238,Julia Fors,63,1.5,4,-13.0,0.0044
2026-08-29T14:55:59+00:00,97344,FPO,238187,Ann Deputy,67,1.28,24,1.0,0.0
2026-08-29T14:55:47+00:00,97344,MPO,8332,Simon Lizotte,54,2.0,30,-7.0,0.0003
2026-08-29T14:55:47+00:00,97344,MPO,24341,Cale Leiviska,54,2.0,27,-8.0,0.0006
2026-08-29T14:55:47+00:00,97344,MPO,27171,Paul Ulibarri,54,2.0,37,-6.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,27523,Paul McBeth,54,2.0,24,-9.0,0.0089
2026-08-29T14:55:47+00:00,97344,MPO,35449,Aaron Gossage,54,2.0,2,-20.0,0.0881
2026-08-29T14:55:47+00:00,97344,MPO,37817,Eagle McMahon,54,2.0,15,-12.0,0.019
2026-08-29T14:55:47+00:00,97344,MPO,38008,Richard Wysocki,54,2.0,15,-12.0,0.0478
2026-08-29T14:55:47+00:00,97344,MPO,43762,Jake Hebenheimer,54,2.0,30,-7.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,44382,Anthony Barela,54,2.0,3,-19.0,0.0897
2026-08-29T14:55:47+00:00,97344,MPO,45971,Calvin Heimburg,54,2.0,15,-12.0,0.0416
2026-08-29T14:55:47+00:00,97344,MPO,50670,Isaac Robinson,54,2.0,3,-19.0,0.2176
2026-08-29T14:55:47+00:00,97344,MPO,54049,Austin Turner,54,2.0,18,-11.0,0.0014
2026-08-29T14:55:47+00:00,97344,MPO,57365,Adam Hammes,54,2.0,13,-13.0,0.0131
2026-08-29T14:55:47+00:00,97344,MPO,58926,Joona Heinänen,54,2.0,30,-7.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,59635,Väinö Mäkelä,54,2.0,13,-13.0,0.0038
2026-08-29T14:55:47+00:00,97344,MPO,62467,Chris Dickerson,54,2.0,40,-5.0,0.0007
2026-08-29T14:55:47+00:00,97344,MPO,63765,Andrew Presnell,54,2.0,30,-7.0,0.0002
2026-08-29T14:55:47+00:00,97344,MPO,75412,Gannon Buhr,54,2.0,8,-15.0,0.2562
2026-08-29T14:55:47+00:00,97344,MPO,76456,Daniel Davidsson,54,2.0,37,-6.0,0.0003
2026-08-29T14:55:47+00:00,97344,MPO,79047,Silas Schultz,54,2.0,6,-16.0,0.0194
2026-08-29T14:55:47+00:00,97344,MPO,79748,Cole Redalen,54,2.0,10,-14.0,0.0166
2026-08-29T14:55:47+00:00,97344,MPO,81739,Casey White,54,2.0,6,-16.0,0.028
2026-08-29T14:55:47+00:00,97344,MPO,82297,Lauri Lehtinen,54,2.0,40,-5.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,88212,Raven Newsom,54,2.0,22,-10.0,0.0009
2026-08-29T14:55:47+00:00,97344,MPO,89394,Evan Scott,54,2.0,30,-7.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,89959,Ty Love,54,2.0,24,-9.0,0.0001
2026-08-29T14:55:47+00:00,97344,MPO,91249,Niklas Anttila,54,2.0,18,-11.0,0.0092
2026-08-29T14:55:47+00:00,97344,MPO,98722,Jake Monn,54,2.0,1,-21.0,0.0587
2026-08-29T14:55:47+00:00,97344,MPO,101197,Zachary Nash,54,2.0,10,-14.0,0.0113
2026-08-29T14:55:47+00:00,97344,MPO,101574,Evan Smith,54,2.0,22,-10.0,0.0063
2026-08-29T14:55:47+00:00,97344,MPO,102119,Luke Taylor,54,2.0,30,-7.0,0.0012
2026-08-29T14:55:47+00:00,97344,MPO,107197,Mauri Villmann,54,2.0,37,-6.0,0.0009
2026-08-29T14:55:47+00:00,97344,MPO,107567,Teemu Lampainen,54,2.0,27,-8.0,0.0002
2026-08-29T14:55:47+00:00,97344,MPO,110462,Nestori Tuhkanen,54,2.0,18,-11.0,0.0012
2026-08-29T14:55:47+00:00,97344,MPO,118179,Levi Stout,54,2.0,18,-11.0,0.0002
2026-08-29T14:55:47+00:00,97344,MPO,122356,Joseph Anderson,54,2.0,3,-19.0,0.0472
2026-08-29T14:55:47+00:00,97344,MPO,135125,Fritiof Fagergren,54,2.0,24,-9.0,0.0
2026-08-29T14:55:47+00:00,97344,MPO,136325,Rasmus Saukkoriipi,54,2.0,10,-14.0,0.0008
2026-08-29T14:55:47+00:00,97344,MPO,158640,Rainers Balodis,54,2.0,8,-15.0,0.0077
2026-08-29T17:25:50.723+00:00,97344,MPO,8332,Simon Lizotte,54,2.0,30,-7.0,0.0003
2026-08-29T17:25:50.723+00:00,97344,MPO,24341,Cale Leiviska,54,2.0,27,-8.0,0.0006
2026-08-29T17:25:50.723+00:00,97344,MPO,27523,Paul McBeth,54,2.0,24,-9.0,0.0089
2026-08-29T17:25:50.723+00:00,97344,MPO,35449,Aaron Gossage,54,2.0,2,-20.0,0.0882
2026-08-29T17:25:50.723+00:00,97344,MPO,37817,Eagle McMahon,54,2.0,15,-12.0,0.019
2026-08-29T17:25:50.723+00:00,97344,MPO,38008,Richard Wysocki,54,2.0,15,-12.0,0.0478
2026-08-29T17:25:50.723+00:00,97344,MPO,43762,Jake Hebenheimer,54,2.0,30,-7.0,0.0001
2026-08-29T17:25:50.723+00:00,97344,MPO,44382,Anthony Barela,54,2.0,3,-19.0,0.0897
2026-08-29T17:25:50.723+00:00,97344,MPO,45971,Calvin Heimburg,54,2.0,15,-12.0,0.0416
2026-08-29T17:25:50.723+00:00,97344,MPO,50670,Isaac Robinson,54,2.0,3,-19.0,0.2177
2026-08-29T17:25:50.723+00:00,97344,MPO,54049,Austin Turner,54,2.0,18,-11.0,0.0014
2026-08-29T17:25:50.723+00:00,97344,MPO,57365,Adam Hammes,54,2.0,13,-13.0,0.0131
2026-08-29T17:25:50.723+00:00,97344,MPO,58926,Joona Heinänen,54,2.0,30,-7.0,0.0001
2026-08-29T17:25:50.723+00:00,97344,MPO,59635,Väinö Mäkelä,54,2.0,13,-13.0,0.0038
2026-08-29T17:25:50.723+00:00,97344,MPO,62467,Chris Dickerson,56,1.89,44,-5.0,0.0003
2026-08-29T17:25:50.723+00:00,97344,MPO,63765,Andrew Presnell,54,2.0,30,-7.0,0.0002
2026-08-29T17:25:50.723+00:00,97344,MPO,75412,Gannon Buhr,54,2.0,8,-15.0,0.2564
2026-08-29T17:25:50.723+00:00,97344,MPO,76456,Daniel Davidsson,56,1.89,30,-7.0,0.0003
2026-08-29T17:25:50.723+00:00,97344,MPO,78817,Sullivan Tipton,60,1.67,30,-7.0,0.0002
2026-08-29T17:25:50.723+00:00,97344,MPO,79047,Silas Schultz,54,2.0,6,-16.0,0.0194
2026-08-29T17:25:50.723+00:00,97344,MPO,79748,Cole Redalen,54,2.0,10,-14.0,0.0167
2026-08-29T17:25:50.723+00:00,97344,MPO,81739,Casey White,54,2.0,6,-16.0,0.0281
2026-08-29T17:25:50.723+00:00,97344,MPO,82297,Lauri Lehtinen,56,1.89,44,-5.0,0.0001
2026-08-29T17:25:50.723+00:00,97344,MPO,88212,Raven Newsom,54,2.0,22,-10.0,0.0009
2026-08-29T17:25:50.723+00:00,97344,MPO,89394,Evan Scott,54,2.0,30,-7.0,0.0001
2026-08-29T17:25:50.723+00:00,97344,MPO,89959,Ty Love,54,2.0,24,-9.0,0.0001
2026-08-29T17:25:50.723+00:00,97344,MPO,91249,Niklas Anttila,54,2.0,18,-11.0,0.0092
2026-08-29T17:25:50.723+00:00,97344,MPO,98722,Jake Monn,54,2.0,1,-21.0,0.0588
2026-08-29T17:25:50.723+00:00,97344,MPO,101197,Zachary Nash,54,2.0,10,-14.0,0.0113
2026-08-29T17:25:50.723+00:00,97344,MPO,101574,Evan Smith,54,2.0,22,-10.0,0.0063
2026-08-29T17:25:50.723+00:00,97344,MPO,102119,Luke Taylor,54,2.0,30,-7.0,0.0012
2026-08-29T17:25:50.723+00:00,97344,MPO,107197,Mauri Villmann,56,1.89,39,-6.0,0.0005
2026-08-29T17:25:50.723+00:00,97344,MPO,107567,Teemu Lampainen,54,2.0,27,-8.0,0.0002
2026-08-29T17:25:50.723+00:00,97344,MPO,110462,Nestori Tuhkanen,54,2.0,18,-11.0,0.0012
2026-08-29T17:25:50.723+00:00,97344,MPO,118179,Levi Stout,54,2.0,18,-11.0,0.0002
2026-08-29T17:25:50.723+00:00,97344,MPO,122356,Joseph Anderson,54,2.0,3,-19.0,0.0473
2026-08-29T17:25:50.723+00:00,97344,MPO,135125,Fritiof Fagergren,54,2.0,24,-9.0,0.0
2026-08-29T17:25:50.723+00:00,97344,MPO,136325,Rasmus Saukkoriipi,54,2.0,10,-14.0,0.0008
2026-08-29T17:25:50.723+00:00,97344,MPO,158640,Rainers Balodis,54,2.0,8,-15.0,0.0077
2026-08-29T17:26:03.384+00:00,97344,FPO,15354,Jennifer Allen,72,1.0,12,-5.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,27832,Kona Star Montgomery,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,44184,Catrina Allen,72,1.0,8,-8.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,48976,Ohn Scoggins,72,1.0,10,-6.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,58303,Sai Ananda,72,1.0,23,1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,59227,Henna Blomroos,72,1.0,15,-1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,59431,Madison Walker,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,64927,Eveliina Salonen,72,1.0,1,-29.0,0.9217
2026-08-29T17:26:03.384+00:00,97344,FPO,79233,Cadence Burge,72,1.0,23,1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,85484,Anneli Tõugjas-Männiste,72,1.0,10,-6.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,85942,Missy Gannon,72,1.0,2,-20.0,0.0561
2026-08-29T17:26:03.384+00:00,97344,FPO,99455,Kat Mertsch,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,104187,Macie Velediaz,72,1.0,23,1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,107335,Silva Saarinen,72,1.0,4,-15.0,0.0072
2026-08-29T17:26:03.384+00:00,97344,FPO,109996,Anniken Kristiansen Steen,72,1.0,15,-1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,111487,Emily Weatherman,72,1.0,23,1.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,112647,Hanna Huynh,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,115503,Olivia Kindstedt,72,1.0,7,-9.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,133547,Holyn Handley,72,1.0,6,-13.0,0.0014
2026-08-29T17:26:03.384+00:00,97344,FPO,144112,Ella Hansen,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,146137,Dani K. Hart,72,1.0,13,-2.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,161918,Addison Woodard,72,1.0,13,-2.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,202571,Elizabete Pēkšena,72,1.0,17,0.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,208576,Rebecca Don,72,1.0,2,-20.0,0.0129
2026-08-29T17:26:03.384+00:00,97344,FPO,216558,Iida Lehtomäki,72,1.0,8,-8.0,0.0
2026-08-29T17:26:03.384+00:00,97344,FPO,224238,Julia Fors,72,1.0,5,-14.0,0.0006
2026-08-29T18:37:44.573+00:00,97344,MPO,8332,Simon Lizotte,61,1.61,39,-8.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,24341,Cale Leiviska,60,1.67,22,-11.0,0.0007
2026-08-29T18:37:44.573+00:00,97344,MPO,27523,Paul McBeth,60,1.67,26,-10.0,0.0035
2026-08-29T18:37:44.573+00:00,97344,MPO,35449,Aaron Gossage,54,2.0,2,-20.0,0.0871
2026-08-29T18:37:44.573+00:00,97344,MPO,37817,Eagle McMahon,55,1.94,18,-12.0,0.0161
2026-08-29T18:37:44.573+00:00,97344,MPO,38008,Richard Wysocki,57,1.83,8,-15.0,0.0792
2026-08-29T18:37:44.573+00:00,97344,MPO,43762,Jake Hebenheimer,61,1.61,22,-11.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,44382,Anthony Barela,54,2.0,3,-19.0,0.0887
2026-08-29T18:37:44.573+00:00,97344,MPO,45971,Calvin Heimburg,55,1.94,22,-11.0,0.0244
2026-08-29T18:37:44.573+00:00,97344,MPO,50670,Isaac Robinson,54,2.0,3,-19.0,0.2156
2026-08-29T18:37:44.573+00:00,97344,MPO,54049,Austin Turner,58,1.78,18,-12.0,0.001
2026-08-29T18:37:44.573+00:00,97344,MPO,57365,Adam Hammes,55,1.94,14,-13.0,0.011
2026-08-29T18:37:44.573+00:00,97344,MPO,58926,Joona Heinänen,61,1.61,26,-10.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,59635,Väinö Mäkelä,55,1.94,14,-13.0,0.0033
2026-08-29T18:37:44.573+00:00,97344,MPO,62467,Chris Dickerson,62,1.56,39,-8.0,0.0003
2026-08-29T18:37:44.573+00:00,97344,MPO,63765,Andrew Presnell,61,1.61,22,-11.0,0.0003
2026-08-29T18:37:44.573+00:00,97344,MPO,75412,Gannon Buhr,54,2.0,8,-15.0,0.2538
2026-08-29T18:37:44.573+00:00,97344,MPO,76456,Daniel Davidsson,62,1.56,35,-9.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,79047,Silas Schultz,54,2.0,6,-16.0,0.0192
2026-08-29T18:37:44.573+00:00,97344,MPO,79748,Cole Redalen,55,1.94,8,-15.0,0.0204
2026-08-29T18:37:44.573+00:00,97344,MPO,81739,Casey White,54,2.0,6,-16.0,0.0278
2026-08-29T18:37:44.573+00:00,97344,MPO,88212,Raven Newsom,58,1.78,35,-9.0,0.0002
2026-08-29T18:37:44.573+00:00,97344,MPO,89394,Evan Scott,61,1.61,26,-10.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,89959,Ty Love,58,1.78,35,-9.0,0.0001
2026-08-29T18:37:44.573+00:00,97344,MPO,91249,Niklas Anttila,57,1.83,14,-13.0,0.0118
2026-08-29T18:37:44.573+00:00,97344,MPO,98722,Jake Monn,54,2.0,1,-21.0,0.0584
2026-08-29T18:37:44.573+00:00,97344,MPO,101197,Zachary Nash,54,2.0,12,-14.0,0.011
2026-08-29T18:37:44.573+00:00,97344,MPO,101574,Evan Smith,58,1.78,18,-12.0,0.0067
2026-08-29T18:37:44.573+00:00,97344,MPO,102119,Luke Taylor,61,1.61,26,-10.0,0.0009
2026-08-29T18:37:44.573+00:00,97344,MPO,107197,Mauri Villmann,62,1.56,26,-10.0,0.0008
2026-08-29T18:37:44.573+00:00,97344,MPO,107567,Teemu Lampainen,60,1.67,26,-10.0,0.0002
2026-08-29T18:37:44.573+00:00,97344,MPO,110462,Nestori Tuhkanen,57,1.83,14,-13.0,0.0018
2026-08-29T18:37:44.573+00:00,97344,MPO,118179,Levi Stout,57,1.83,18,-12.0,0.0002
2026-08-29T18:37:44.573+00:00,97344,MPO,122356,Joseph Anderson,54,2.0,3,-19.0,0.0469
2026-08-29T18:37:44.573+00:00,97344,MPO,136325,Rasmus Saukkoriipi,54,2.0,12,-14.0,0.0008
2026-08-29T18:37:44.573+00:00,97344,MPO,158640,Rainers Balodis,54,2.0,8,-15.0,0.0075
2026-08-29T19:49:58.295+00:00,97344,MPO,24341,Cale Leiviska,66,1.33,31,-11.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,27523,Paul McBeth,66,1.33,23,-12.0,0.0011
2026-08-29T19:49:58.295+00:00,97344,MPO,35449,Aaron Gossage,58,1.78,1,-23.0,0.1291
2026-08-29T19:49:58.295+00:00,97344,MPO,37817,Eagle McMahon,62,1.56,18,-15.0,0.0115
2026-08-29T19:49:58.295+00:00,97344,MPO,38008,Richard Wysocki,65,1.39,6,-19.0,0.0697
2026-08-29T19:49:58.295+00:00,97344,MPO,43762,Jake Hebenheimer,68,1.22,20,-14.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,44382,Anthony Barela,60,1.67,6,-19.0,0.0384
2026-08-29T19:49:58.295+00:00,97344,MPO,45971,Calvin Heimburg,62,1.56,13,-16.0,0.0349
2026-08-29T19:49:58.295+00:00,97344,MPO,50670,Isaac Robinson,59,1.72,3,-21.0,0.1955
2026-08-29T19:49:58.295+00:00,97344,MPO,54049,Austin Turner,66,1.33,13,-16.0,0.001
2026-08-29T19:49:58.295+00:00,97344,MPO,57365,Adam Hammes,62,1.56,18,-15.0,0.0054
2026-08-29T19:49:58.295+00:00,97344,MPO,58926,Joona Heinänen,67,1.28,23,-12.0,0.0
2026-08-29T19:49:58.295+00:00,97344,MPO,59635,Väinö Mäkelä,62,1.56,23,-12.0,0.0004
2026-08-29T19:49:58.295+00:00,97344,MPO,62467,Chris Dickerson,69,1.17,31,-11.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,63765,Andrew Presnell,67,1.28,23,-12.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,75412,Gannon Buhr,61,1.61,4,-20.0,0.3298
2026-08-29T19:49:58.295+00:00,97344,MPO,76456,Daniel Davidsson,68,1.22,23,-12.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,79047,Silas Schultz,60,1.67,9,-18.0,0.0149
2026-08-29T19:49:58.295+00:00,97344,MPO,79748,Cole Redalen,61,1.61,9,-18.0,0.0216
2026-08-29T19:49:58.295+00:00,97344,MPO,81739,Casey White,60,1.67,13,-16.0,0.0091
2026-08-29T19:49:58.295+00:00,97344,MPO,88212,Raven Newsom,66,1.33,21,-13.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,91249,Niklas Anttila,65,1.39,13,-16.0,0.007
2026-08-29T19:49:58.295+00:00,97344,MPO,98722,Jake Monn,58,1.78,1,-23.0,0.0681
2026-08-29T19:49:58.295+00:00,97344,MPO,101197,Zachary Nash,61,1.61,9,-18.0,0.0155
2026-08-29T19:49:58.295+00:00,97344,MPO,101574,Evan Smith,66,1.33,23,-12.0,0.0006
2026-08-29T19:49:58.295+00:00,97344,MPO,107197,Mauri Villmann,68,1.22,36,-10.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,107567,Teemu Lampainen,66,1.33,23,-12.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,110462,Nestori Tuhkanen,65,1.39,6,-19.0,0.0066
2026-08-29T19:49:58.295+00:00,97344,MPO,118179,Levi Stout,65,1.39,21,-13.0,0.0001
2026-08-29T19:49:58.295+00:00,97344,MPO,122356,Joseph Anderson,58,1.78,9,-18.0,0.0167
2026-08-29T19:49:58.295+00:00,97344,MPO,135125,Fritiof Fagergren,66,1.33,23,-12.0,0.0
2026-08-29T19:49:58.295+00:00,97344,MPO,136325,Rasmus Saukkoriipi,61,1.61,13,-16.0,0.0006
2026-08-29T19:49:58.295+00:00,97344,MPO,158640,Rainers Balodis,60,1.67,4,-20.0,0.0215
2026-08-29T20:30:19.905+00:00,97344,MPO,24341,Cale Leiviska,69,1.17,28,-12.0,0.0001
2026-08-29T20:30:19.905+00:00,97344,MPO,27523,Paul McBeth,69,1.17,28,-12.0,0.0003
2026-08-29T20:30:19.905+00:00,97344,MPO,35449,Aaron Gossage,62,1.56,1,-25.0,0.167
2026-08-29T20:30:19.905+00:00,97344,MPO,37817,Eagle McMahon,66,1.33,20,-14.0,0.0022
2026-08-29T20:30:19.905+00:00,97344,MPO,38008,Richard Wysocki,68,1.22,7,-20.0,0.0572
2026-08-29T20:30:19.905+00:00,97344,MPO,43762,Jake Hebenheimer,70,1.11,15,-16.0,0.0002
2026-08-29T20:30:19.905+00:00,97344,MPO,44382,Anthony Barela,64,1.44,5,-21.0,0.0461
2026-08-29T20:30:19.905+00:00,97344,MPO,45971,Calvin Heimburg,66,1.33,15,-16.0,0.014
2026-08-29T20:30:19.905+00:00,97344,MPO,50670,Isaac Robinson,62,1.56,5,-21.0,0.137
2026-08-29T20:30:19.905+00:00,97344,MPO,54049,Austin Turner,68,1.22,13,-17.0,0.0011
2026-08-29T20:30:19.905+00:00,97344,MPO,57365,Adam Hammes,66,1.33,13,-17.0,0.006
2026-08-29T20:30:19.905+00:00,97344,MPO,59635,Väinö Mäkelä,67,1.28,34,-11.0,0.0001
2026-08-29T20:30:19.905+00:00,97344,MPO,62467,Chris Dickerson,72,1.0,22,-13.0,0.0001
2026-08-29T20:30:19.905+00:00,97344,MPO,63765,Andrew Presnell,70,1.11,22,-13.0,0.0
2026-08-29T20:30:19.905+00:00,97344,MPO,75412,Gannon Buhr,65,1.39,4,-22.0,0.3339
2026-08-29T20:30:19.905+00:00,97344,MPO,76456,Daniel Davidsson,72,1.0,22,-13.0,0.0
2026-08-29T20:30:19.905+00:00,97344,MPO,79047,Silas Schultz,64,1.44,7,-20.0,0.0187
2026-08-29T20:30:19.905+00:00,97344,MPO,79748,Cole Redalen,65,1.39,10,-19.0,0.0167
2026-08-29T20:30:19.905+00:00,97344,MPO,81739,Casey White,64,1.44,15,-16.0,0.0039
2026-08-29T20:30:19.905+00:00,97344,MPO,88212,Raven Newsom,68,1.22,22,-13.0,0.0001
2026-08-29T20:30:19.905+00:00,97344,MPO,89959,Ty Love,68,1.22,22,-13.0,0.0
2026-08-29T20:30:19.905+00:00,97344,MPO,91249,Niklas Anttila,68,1.22,19,-15.0,0.0016
2026-08-29T20:30:19.905+00:00,97344,MPO,98722,Jake Monn,62,1.56,1,-25.0,0.0949
2026-08-29T20:30:19.905+00:00,97344,MPO,101197,Zachary Nash,65,1.39,7,-20.0,0.0188
2026-08-29T20:30:19.905+00:00,97344,MPO,101574,Evan Smith,68,1.22,28,-12.0,0.0003
2026-08-29T20:30:19.905+00:00,97344,MPO,107567,Teemu Lampainen,69,1.17,20,-14.0,0.0001
2026-08-29T20:30:19.905+00:00,97344,MPO,110462,Nestori Tuhkanen,68,1.22,10,-19.0,0.0034
2026-08-29T20:30:19.905+00:00,97344,MPO,118179,Levi Stout,68,1.22,22,-13.0,0.0
2026-08-29T20:30:19.905+00:00,97344,MPO,122356,Joseph Anderson,62,1.56,10,-19.0,0.0141
2026-08-29T20:30:19.905+00:00,97344,MPO,136325,Rasmus Saukkoriipi,65,1.39,15,-16.0,0.0003
2026-08-29T20:30:19.905+00:00,97344,MPO,158640,Rainers Balodis,64,1.44,3,-24.0,0.062
2026-08-29T21:17:13.077+00:00,97344,MPO,27523,Paul McBeth,72,1.0,22,-14.0,0.0003
2026-08-29T21:17:13.077+00:00,97344,MPO,35449,Aaron Gossage,67,1.28,3,-25.0,0.1159
2026-08-29T21:17:13.077+00:00,97344,MPO,37817,Eagle McMahon,70,1.11,16,-16.0,0.0022
2026-08-29T21:17:13.077+00:00,97344,MPO,38008,Richard Wysocki,72,1.0,4,-23.0,0.0947
2026-08-29T21:17:13.077+00:00,97344,MPO,43762,Jake Hebenheimer,72,1.0,16,-16.0,0.0001
2026-08-29T21:17:13.077+00:00,97344,MPO,44382,Anthony Barela,68,1.22,4,-23.0,0.0633
2026-08-29T21:17:13.077+00:00,97344,MPO,45971,Calvin Heimburg,70,1.11,16,-16.0,0.0047
2026-08-29T21:17:13.077+00:00,97344,MPO,50670,Isaac Robinson,67,1.28,9,-21.0,0.0746
2026-08-29T21:17:13.077+00:00,97344,MPO,54049,Austin Turner,72,1.0,10,-20.0,0.0029
2026-08-29T21:17:13.077+00:00,97344,MPO,57365,Adam Hammes,70,1.11,16,-16.0,0.0012
2026-08-29T21:17:13.077+00:00,97344,MPO,62467,Chris Dickerson,72,1.0,26,-13.0,0.0001
2026-08-29T21:17:13.077+00:00,97344,MPO,75412,Gannon Buhr,68,1.22,4,-23.0,0.3234
2026-08-29T21:17:13.077+00:00,97344,MPO,79047,Silas Schultz,68,1.22,7,-22.0,0.0267
2026-08-29T21:17:13.077+00:00,97344,MPO,79748,Cole Redalen,68,1.22,12,-19.0,0.01
2026-08-29T21:17:13.077+00:00,97344,MPO,81739,Casey White,68,1.22,13,-17.0,0.0028
2026-08-29T21:17:13.077+00:00,97344,MPO,88212,Raven Newsom,72,1.0,20,-15.0,0.0
2026-08-29T21:17:13.077+00:00,97344,MPO,89959,Ty Love,72,1.0,22,-14.0,0.0
2026-08-29T21:17:13.077+00:00,97344,MPO,91249,Niklas Anttila,72,1.0,22,-14.0,0.0002
2026-08-29T21:17:13.077+00:00,97344,MPO,98722,Jake Monn,67,1.28,2,-26.0,0.0981
2026-08-29T21:17:13.077+00:00,97344,MPO,101197,Zachary Nash,68,1.22,10,-20.0,0.0123
2026-08-29T21:17:13.077+00:00,97344,MPO,107197,Mauri Villmann,72,1.0,30,-12.0,0.0001
2026-08-29T21:17:13.077+00:00,97344,MPO,107567,Teemu Lampainen,72,1.0,20,-15.0,0.0001
2026-08-29T21:17:13.077+00:00,97344,MPO,110462,Nestori Tuhkanen,72,1.0,13,-17.0,0.0003
2026-08-29T21:17:13.077+00:00,97344,MPO,118179,Levi Stout,72,1.0,22,-14.0,0.0
