,,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points,Actual Points
Adam Stanton,90872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,2,1,1,1,0,2,1,0,2,0,0,0,0,1,0,0,0,1,1,3,0,1,0,1,1,1,1,1,1,2,0,0,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,1,3,5,6,14,13,15,32,32,45,54,62,73,78,74,72,67,65,38,44,32,28,16,16,9,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Collins,54624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Blumberg,114734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,2,2,0,1,0,0,0,1,1,2,0,0,0,1,1,3,0,1,0,3,1,1,0,0,0,2,0,1,0,0,1,1,1,2,0,0,0,5,3,1,1,1,1,3,1,2,3,5,1,1,2,1,1,1,2,1,2,2,0,1,1,1,1,1,1,0,2,2,1,1,0,0,1,1,0,1,0,1,2,1,0,0,3,0,1,0,0,1,2,0,0,0,0,0,1,1,3,1,0,0,0,1,0,2,1,0,1,1,1,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3,5,5,12,14,12,31,31,35,52,52,68,69,68,68,69,62,34,46,28,25,17,14,7,6,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Brock,59742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,3,8,0,2,0,2,0,3,3,4,2,3,2,1,1,3,2,2,1,5,2,3,3,0,4,2,1,4,3,5,3,4,3,2,4,4,1,5,4,8,3,0,3,4,5,5,3,1,8,8,4,3,2,3,3,3,1,2,5,2,4,3,3,4,1,3,2,4,2,5,4,1,2,2,0,0,2,3,3,3,1,2,0,0,4,1,1,2,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,2,1,0,1,1,1,1,5,1,2,0,3,1,0,0,1,2,2,1,4,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,4,5,9,8,13,24,47,52,64,66,65,71,72,65,38,31,24,16,6,1,2,2,1
Aidan Guthrie,96832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,1,1,2,1,1,0,1,1,0,0,0,2,1,0,3,1,0,2,1,4,0,1,1,0,1,1,2,1,2,2,1,2,0,2,3,1,1,0,1,0,1,1,3,1,1,3,0,0,1,1,3,1,6,0,3,3,3,2,1,1,1,2,1,3,3,5,2,8,6,4,2,2,3,5,6,3,4,5,3,7,8,3,4,9,4,5,7,9,4,4,3,9,9,7,4,6,5,5,6,8,7,5,4,3,7,9,7,5,7,6,9,6,5,5,10,9,4,9,9,11,16,15,15,19,15,25,17,24,31,27,33,52,39,34,27,26,30,34,26,20,16,12,13,4,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Kennon,80549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,8,8,12,26,56,70,71,103,110,100,116,93,66,49,38,36,11,6,6,4,0
Alan Wagner,28550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,0,2,2,4,4,2,3,0,1,7,5,5,7,12,7,7,6,11,10,6,12,6,13,12,8,15,19,16,15,13,18,14,13,20,12,16,14,15,17,14,15,16,18,20,11,10,18,16,16,9,16,18,11,15,16,19,8,17,13,9,17,10,12,7,15,13,8,7,8,4,12,8,8,7,10,8,8,4,8,9,6,10,7,5,3,6,4,7,3,3,2,2,5,4,3,4,3,0,2,5,1,4,3,3,3,1,2,2,1,0,0,3,1,1,0,1,0,3,1,0,2,2,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alanzo Conner,57397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,8,12,27,56,70,71,105,110,101,116,95,67,49,38,36,11,5,6,4,1
Albert Tamm,76669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,2,1,4,0,2,3,3,0,5,3,1,3,3,2,3,4,4,7,1,5,7,10,6,6,9,7,4,11,4,5,9,13,11,8,7,7,9,9,11,6,10,8,3,11,7,9,12,7,12,5,8,0,8,10,5,5,8,7,5,15,1,3,3,5,14,11,13,9,6,6,6,9,8,9,6,9,10,9,10,6,8,9,4,4,10,3,4,6,7,8,3,7,3,2,8,6,5,5,7,6,6,1,4,7,4,4,4,4,6,7,2,2,4,4,3,3,3,3,4,1,2,3,0,2,5,0,4,1,1,3,4,4,4,5,2,3,3,1,1,3,1,0,1,1,2,3,0,2,3,0,2,2,1,1,0,1,1,0,2,2,0,1,2,2,1,0,1,1,0,2,1,0,0,1,2,1,2,1,3,2,1,1,1,3,0,0,1,1,0,3,1,2,1,0,1,0,1,0,3,2,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,3,5,6,6,7,7,11,7,13,13,10,10,10,6,10,6,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Ochoa,93782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,2,3,1,0,1,0,2,1,1,0,0,1,2,2,1,4,1,2,3,1,2,2,0,4,3,1,4,3,0,1,1,4,1,1,2,1,3,1,1,5,2,3,3,2,1,2,6,4,2,2,4,5,3,1,5,0,1,4,2,2,1,6,5,5,5,5,3,4,11,4,4,13,10,10,6,7,0,7,8,7,8,6,7,10,4,8,6,12,6,7,10,5,5,4,5,6,5,4,6,2,4,9,4,10,7,6,12,5,12,7,9,5,7,5,10,10,10,1,3,7,8,6,6,7,6,9,4,5,9,5,9,7,7,9,3,7,6,7,7,5,7,6,5,3,3,2,3,2,5,3,5,4,1,2,3,4,1,1,1,2,0,2,1,2,2,1,2,3,0,0,0,1,1,1,0,0,3,1,3,5,3,3,3,5,8,8,15,16,23,17,17,20,23,15,11,16,8,7,7,7,5,8,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alden Harris,98091,0,0,0,0,1,1,4,5,10,8,10,7,16,9,14,9,11,13,13,22,23,21,19,18,14,18,17,21,26,22,21,19,23,19,25,17,17,18,22,24,20,19,12,16,17,22,16,14,18,18,11,11,15,15,14,12,13,14,11,10,6,12,7,5,6,8,5,10,6,7,4,2,5,6,1,3,1,1,2,3,2,3,3,2,2,3,3,1,1,1,5,3,1,1,1,3,1,0,0,1,0,0,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Berg,65488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,1,2,0,0,1,2,0,2,0,3,2,2,2,1,1,1,0,0,1,2,2,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,1,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,8,15,27,57,64,67,97,103,93,112,85,64,41,36,33,8,4,2,3,0
Alex Gerlock,114367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,2,0,2,0,3,2,3,0,1,2,1,0,1,0,1,1,2,3,0,0,0,1,0,0,1,1,1,0,3,0,0,1,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,5,9,11,10,26,53,67,71,103,95,94,95,86,59,43,30,34,10,3,6,3,1
Alex Leonard,102620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,8,12,28,55,69,71,105,110,101,116,94,67,49,38,36,11,5,6,4,1
Alex Russell,66362,0,0,0,1,2,2,5,3,3,7,17,6,20,22,13,16,23,22,23,21,18,34,18,17,27,16,26,16,28,31,26,28,20,18,22,19,28,34,28,24,21,16,26,30,15,19,22,13,13,7,17,10,14,4,13,6,9,4,11,2,7,6,4,2,1,1,5,2,3,1,0,3,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Schimmelpfenning,37507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,7,15,16,16,35,37,47,60,63,77,89,78,78,75,71,43,49,38,29,18,17,12,6,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
